iter	Passed	Remaining
1662	38736	7849
1663	38761	7826
1664	38786	7803
1665	38810	7780
1666	38832	7757
1667	38855	7733
1668	38878	7710
1669	38899	7686
1670	38922	7663
1671	38942	7639
1672	38967	7616
1673	38990	7593
1674	39010	7569
1675	39030	7545
1676	39055	7522
1677	39081	7499
1678	39102	7475
1679	39125	7452
1680	39150	7429
1681	39173	7406
1682	39194	7382
1683	39215	7358
1684	39239	7335
1685	39260	7311
1686	39282	7288
1687	39304	7264
1688	39325	7241
1689	39347	7217
1690	39368	7193
1691	39387	7169
1692	39407	7146
1693	39432	7122
1694	39456	7099
1695	39476	7075
1696	39495	7051
1697	39515	7027
1698	39535	7004
1699	39555	6980
1700	39579	6957
1701	39598	6933
1702	39617	6909
1703	39640	6885
1704	39660	6862
1705	39681	6838
1706	39701	6814
1707	39722	6790
1708	39748	6768
1709	39769	6744
1710	39791	6720
1711	39812	6697
1712	39835	6674
1713	39855	6650
1714	39875	6626
1715	39894	6602
1716	39917	6579
1717	39941	6556
1718	39963	6532
1719	39982	6508
1720	40005	6485
1721	40027	6462
1722	40048	6438
1723	40068	6414
1724	40087	6390
1725	40106	6366
1726	40127	6343
1727	40146	6319
1728	40172	6296
1729	40190	6272
1730	40209	6248
1731	40228	6224
1732	40247	6200
1733	40265	6176
1734	40283	6152
1735	40302	6129
1736	40326	6105
1737	40348	6082
1738	40366	6058
1739	40386	6034
1740	40404	6010
1741	40422	5986
1742	40441	5963
1743	40463	5939
1744	40482	5915
1745	40502	5892
1746	40521	5868
1747	40540	5844
1748	40559	5820
1749	40578	5796
1750	40596	5772
1751	40615	5749
1752	40635	5725
1753	40659	5702
1754	40679	5678
1755	40700	5655
1756	40724	5632
1757	40745	5608
1758	40764	5585
1759	40783	5561
1760	40807	5538
1761	40829	5515
1762	40853	5491
1763	40875	5468
1764	40898	5445
1765	40924	5422
1766	40953	5400
1767	40976	5376
1768	41000	5353
1769	41023	5330
1770	41049	5307
1771	41069	5284
1772	41089	5260
1773	41108	5237
1774	41126	5213
1775	41146	5189
1776	41170	5166
1777	41188	5142
1778	41206	5118
1779	41228	5095
1780	41248	5072
1781	41273	5049
1782	41294	5025
1783	41313	5002
1784	41332	4978
1785	41352	4954
1786	41375	4931
1787	41396	4908
1788	41416	4884
1789	41436	4861
1790	41455	4837
1791	41474	4813
1792	41492	4790
1793	41512	4766
1794	41533	4743
1795	41553	4719
1796	41573	4696
1797	41591	4672
1798	41610	4649
1799	41630	4625
1800	41651	4602
1801	41670	4578
1802	41690	4555
1803	41709	4531
1804	41729	4508
1805	41748	4484
1806	41767	4461
1807	41788	4437
1808	41808	4414
1809	41826	4390
1810	41845	4367
1811	41870	4344
1812	41892	4320
1813	41914	4297
1814	41937	4274
1815	41957	4251
1816	41977	4227
1817	41996	4204
1818	42014	4180
1819	42033	4157
1820	42053	4133
1821	42071	4110
1822	42090	4086
1823	42109	4063
1824	42131	4040
1825	42150	4016
1826	42169	3993
1827	42190	3969
1828	42212	3946
1829	42232	3923
1830	42253	3899
1831	42273	3876
1832	42296	3853
1833	42317	3830
1834	42340	3807
1835	42359	3783
1836	42381	3760
1837	42400	3737
1838	42419	3713
1839	42439	3690
1840	42459	3667
1841	42480	3643
1842	42504	3620
1843	42523	3597
1844	42543	3574
1845	42562	3550
1846	42580	3527
1847	42605	3504
1848	42626	3481
1849	42645	3457
1850	42664	3434
1851	42684	3411
1852	42705	3387
1853	42727	3364
1854	42748	3341
1855	42768	3318
1856	42790	3295
1857	42809	3271
1858	42828	3248
1859	42847	3225
1860	42867	3201
1861	42888	3178
1862	42908	3155
1863	42928	3132
1864	42951	3109
1865	42972	3085
1866	42995	3062
1867	43014	3039
1868	43035	3016
1869	43056	2993
1870	43077	2970
1871	43101	2947
1872	43124	2924
1873	43146	2900
1874	43166	2877
1875	43191	2854
1876	43213	2831
1877	43233	2808
1878	43252	2785
1879	43270	2761
1880	43291	2738
1881	43309	2715
1882	43331	2692
1883	43350	2669
1884	43369	2645
1885	43387	2622
1886	43406	2599
1887	43424	2576
1888	43443	2552
1889	43464	2529
1890	43485	2506
1891	43505	2483
1892	43524	2460
1893	43544	2437
1894	43563	2413
1895	43582	2390
1896	43603	2367
1897	43623	2344
1898	43642	2321
1899	43662	2298
1900	43681	2274
1901	43700	2251
1902	43720	2228
1903	43739	2205
1904	43761	2182
1905	43782	2159
1906	43803	2136
1907	43826	2113
1908	43845	2090
1909	43865	2066
1910	43884	2043
1911	43906	2020
1912	43926	1997
1913	43948	1974
1914	43968	1951
1915	43989	1928
1916	44008	1905
1917	44031	1882
1918	44054	1859
1919	44076	1836
1920	44097	1813
1921	44116	1790
1922	44139	1767
1923	44157	1744
1924	44177	1721
1925	44197	1698
1926	44216	1675
1927	44237	1652
1928	44257	1628
1929	44279	1605
1930	44301	1583
1931	44320	1559
1932	44340	1536
1933	44364	1513
1934	44386	1491
1935	44409	1468
1936	44428	1445
1937	44447	1421
1938	44470	1399
1939	44494	1376
1940	44516	1353
1941	44536	1330
1942	44555	1307
1943	44576	1284
1944	44603	1261
1945	44625	1238
1946	44646	1215
1947	44666	1192
1948	44687	1169
1949	44708	1146
1950	44729	1123
1951	44750	1100
1952	44771	1077
1953	44793	1054
1954	44812	1031
1955	44836	1008
1956	44857	985
1957	44877	962
1958	44901	939
1959	44926	916
1960	44946	893
1961	44966	870
1962	44989	847
1963	45009	825
1964	45029	802
1965	45049	779
1966	45072	756
1967	45092	733
1968	45117	710
1969	45138	687
1970	45159	664
1971	45182	641
1972	45206	618
1973	45227	595
1974	45269	573
1975	45291	550
1976	45313	527
1977	45336	504
1978	45359	481
1979	45380	458
1980	45399	435
1981	45418	412
1982	45440	389
1983	45459	366
1984	45477	343
1985	45498	320
1986	45518	297
1987	45540	274
1988	45562	251
1989	45583	229
1990	45605	206
1991	45623	183
1992	45644	160
1993	45662	137
1994	45682	114
1995	45705	91
1996	45725	68
1997	45746	45
1998	45767	22
1999	45787	0
